Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
731.21,282,25.9,1.98,558.36,10.38
778.68,29,46.2,9.51,275.79,13.91
659.6,195,27.5,5.39,1051.05,8.31
185.65,334,29.2,6.72,2244.48,13.21
549.58,256,20.1,1.0,256.0,2.31
984.82,281,47.5,3.81,1070.61,7.66
938.01,304,38.9,7.7,2340.8,7.13
52.74,321,14.3,7.07,2269.47,0.62
173.17,437,42.2,0.41,179.17,6.93
140.41,323,21.7,5.47,1766.81,5.85
728.72,346,41.5,0.89,307.94,10.21
819.61,402,41.2,9.96,4003.92,14.11
221.38,393,9.5,8.97,3525.21,1.74
510.79,294,35.1,0.22,64.68,5.25
842.3,87,14.6,8.59,747.33,6.94
735.47,149,14.9,9.2,1370.8,7.1
546.81,249,14.9,3.54,881.46,11.73
594.44,321,36.3,7.2,2311.2,6.93
513.28,405,11.6,4.43,1794.15,0.89
304.57,283,0.1,6.56,1856.48,10.8
569.37,362,35.8,3.41,1234.42,13.33
692.0,379,8.6,3.23,1224.17,7.95
874.59,198,5.3,4.25,841.5,8.93
639.93,44,12.0,1.46,64.24,2.86
763.51,356,19.1,8.31,2958.36,3.7
168.47,28,23.8,3.49,97.72,3.91
466.94,429,2.3,4.01,1720.29,6.75
19.24,17,48.5,8.94,151.98,13.96
254.21,127,35.8,4.97,631.19,8.07
729.2,379,16.2,5.45,2065.55,3.29
991.89,168,16.0,9.57,1607.76,4.36
108.19,244,22.5,8.87,2164.28,6.07
407.48,387,31.3,1.7,657.9,9.54
802.07,76,7.4,4.74,360.24,6.88
212.0,231,9.5,9.71,2243.01,6.19
559.53,204,43.0,3.73,760.92,8.69
735.74,450,12.9,3.72,1674.0,4.01
619.83,248,19.1,1.96,486.08,1.64
196.14,302,43.6,1.15,347.3,0.85
361.83,214,33.2,7.41,1585.74,4.14
785.95,215,17.2,7.7,1655.5,1.83
558.68,158,34.2,9.69,1531.02,5.38
15.18,69,1.1,7.74,534.06,11.71
763.38,393,36.8,2.44,958.92,10.89
44.96,85,24.4,0.41,34.85,9.36
748.28,267,40.7,9.85,2629.95,12.86
210.46,69,47.7,3.41,235.29,4.59
958.49,99,46.3,3.13,309.87,13.33
374.26,347,45.5,9.06,3143.82,6.29
333.66,497,25.7,5.86,2912.42,6.31
157.4,450,18.1,2.16,972.0,6.38
312.55,216,23.3,8.89,1920.24,1.92
877.88,415,34.5,9.93,4120.95,14.64
996.37,161,44.2,0.88,141.68,2.51
374.63,423,10.4,8.62,3646.26,5.44
454.12,94,45.9,3.91,367.54,5.13
724.85,174,40.8,5.25,913.5,1.58
887.33,165,48.9,9.15,1509.75,2.71
597.11,115,44.0,9.73,1118.95,1.15
397.61,220,14.1,2.63,578.6,4.74
418.5,444,5.4,2.14,950.16,13.07
698.66,31,5.7,0.81,25.11,5.42
13.19,11,14.6,5.62,61.82,2.29
623.39,343,30.7,0.15,51.45,9.86
361.94,377,40.2,4.12,1553.24,14.95
796.26,130,45.0,0.74,96.2,3.87
102.06,488,31.2,4.06,1981.28,4.55
592.32,105,0.4,0.41,43.05,14.59
486.16,27,9.4,8.35,225.45,3.09
645.9,227,5.1,2.11,478.97,7.91
74.21,2,18.2,3.29,6.58,3.97
584.18,359,25.1,8.7,3123.3,14.02
565.87,101,2.3,7.47,754.47,14.73
565.05,21,17.5,2.2,46.2,12.31
607.45,58,9.0,0.73,42.34,5.06
679.7,389,32.4,7.16,2785.24,6.35
806.94,180,23.3,3.91,703.8,4.01
277.12,429,24.8,7.66,3286.14,13.42
826.8,341,21.4,4.46,1520.86,13.76
503.27,349,47.8,3.47,1211.03,6.57
86.29,20,10.8,4.52,90.4,10.02
67.97,255,25.9,7.49,1909.95,2.9
340.9,317,36.8,9.02,2859.34,6.81
787.05,38,27.9,0.51,19.38,9.66
710.6,148,46.5,5.25,777.0,6.09
790.73,498,19.0,0.34,169.32,5.69
522.1,25,23.2,4.69,117.25,0.51
445.8,386,4.5,8.85,3416.1,12.16
155.98,121,30.5,3.62,438.02,13.4
334.91,416,14.5,9.33,3881.28,14.56
439.68,26,8.1,6.31,164.06,10.93
97.71,454,27.3,9.34,4240.36,8.46
228.41,169,26.7,7.57,1279.33,4.4
602.24,323,3.9,1.04,335.92,14.99
738.31,225,34.9,2.32,522.0,9.05
998.36,1,31.2,3.95,3.95,10.38
933.78,307,9.5,1.71,524.97,10.39
646.14,261,23.5,4.95,1291.95,12.76
427.04,13,36.0,4.72,61.36,0.64
639.82,403,26.5,9.56,3852.68,3.69
787.8,396,19.8,4.34,1718.64,10.15
127.15,48,16.2,7.86,377.28,13.48
415.81,409,30.6,9.42,3852.78,10.44
841.4,313,47.0,8.77,2745.01,6.5
389.99,371,33.6,2.09,775.39,5.74
576.15,291,3.8,4.97,1446.27,11.2
591.89,332,23.1,3.48,1155.36,11.25
192.63,94,44.6,4.0,376.0,9.3
368.61,261,4.8,3.61,942.21,4.73
341.17,482,49.4,8.27,3986.14,13.91
35.93,278,47.5,4.53,1259.34,8.5
33.95,359,4.0,5.24,1881.16,11.96
833.38,205,46.7,9.82,2013.1,3.61
280.34,185,18.2,0.61,112.85,5.49
522.9,175,42.3,4.88,854.0,13.18
305.74,438,21.0,7.74,3390.12,1.23
941.27,387,22.1,1.52,588.24,7.93
266.7,380,31.7,6.12,2325.6,7.48
435.36,309,38.7,2.4,741.6,11.39
874.0,468,1.8,8.68,4062.24,4.59
843.51,415,29.7,3.28,1361.2,3.68
194.24,69,9.4,3.3,227.7,13.93
804.62,472,17.4,5.99,2827.28,8.79
463.61,104,17.5,1.84,191.36,2.02
488.14,246,23.5,2.86,703.56,3.3
142.15,161,16.8,4.17,671.37,14.98
89.8,200,5.5,3.54,708.0,3.34
730.66,216,7.4,5.25,1134.0,9.35
501.5,434,1.8,6.0,2604.0,6.59
442.48,212,23.6,5.67,1202.04,13.34
732.21,16,47.7,6.55,104.8,11.45
767.86,498,5.9,3.08,1533.84,9.16
167.32,372,47.3,1.27,472.44,0.66
614.12,332,36.7,7.61,2526.52,13.26
144.0,205,31.9,8.51,1744.55,6.95
753.86,365,32.3,2.58,941.7,14.01
660.39,490,41.4,4.08,1999.2,7.69
957.05,39,5.4,4.99,194.61,10.57
78.27,89,25.3,5.34,475.26,1.5
66.48,430,34.9,6.6,2838.0,11.3
289.37,256,29.4,0.43,110.08,5.4
269.09,480,41.7,7.22,3465.6,5.59
254.51,254,3.7,0.63,160.02,2.22
907.19,216,34.6,4.69,1013.04,2.63
257.05,368,26.7,8.28,3047.04,3.19
279.23,303,19.0,4.52,1369.56,5.26
761.8,172,17.1,1.5,258.0,13.43
455.24,137,31.1,9.85,1349.45,5.84
778.94,488,44.6,8.89,4338.32,11.0
74.71,498,24.9,7.72,3844.56,1.7
492.7,471,41.3,4.12,1940.52,9.07
43.28,384,20.2,1.85,710.4,7.49
72.03,178,5.2,9.41,1674.98,14.68
907.37,77,3.2,5.33,410.41,12.77
147.85,188,2.7,8.53,1603.64,7.1
537.1,480,19.1,3.43,1646.4,11.74
416.98,498,16.9,3.36,1673.28,3.3
353.87,15,35.9,9.86,147.9,8.65
900.84,292,37.2,5.22,1524.24,1.58
31.61,497,2.6,1.42,705.74,5.55
667.15,319,11.1,2.2,701.8,3.78
963.76,325,13.8,4.82,1566.5,10.92
564.57,214,27.4,0.43,92.02,7.61
937.45,208,7.3,4.63,963.04,11.39
61.74,169,6.8,4.2,709.8,7.97
424.61,330,47.2,7.8,2574.0,1.75
267.56,280,40.2,3.56,996.8,11.16
733.51,466,9.1,9.83,4580.78,12.58
981.48,305,20.4,1.82,555.1,13.6
263.96,146,17.8,5.91,862.86,8.79
657.63,263,39.6,0.91,239.33,11.43
206.12,4,25.6,7.34,29.36,11.4
569.68,90,6.5,9.95,895.5,2.76
469.29,453,37.0,8.19,3710.07,2.88
972.29,60,19.9,5.56,333.6,1.53
612.44,311,13.2,4.85,1508.35,5.14
356.01,16,18.8,8.35,133.6,7.37
122.95,227,24.9,9.36,2124.72,14.97
159.73,474,17.2,9.89,4687.86,6.75
233.06,466,12.2,3.97,1850.02,11.03
258.46,29,20.0,9.91,287.39,10.55
852.11,151,1.1,1.57,237.07,3.46
565.61,245,38.6,2.54,622.3,1.35
528.16,270,8.6,0.9,243.0,8.42
123.62,79,2.3,2.72,214.88,10.65
861.54,433,32.7,7.68,3325.44,14.97
725.59,289,38.7,8.53,2465.17,5.7
76.99,153,40.7,7.79,1191.87,13.5
710.76,277,24.7,6.31,1747.87,6.04
548.1,401,10.3,5.14,2061.14,10.5
90.91,279,36.9,7.09,1978.11,9.17
463.72,57,35.0,3.91,222.87,1.27
489.85,491,12.4,8.41,4129.31,1.64
174.12,465,45.2,6.78,3152.7,0.8
946.24,186,5.3,6.98,1298.28,5.88
851.48,398,49.1,5.36,2133.28,11.31
672.33,93,43.0,8.85,823.05,3.0
467.67,276,34.4,2.53,698.28,9.28
417.65,158,46.9,3.82,603.56,4.69
654.46,275,36.1,7.78,2139.5,12.06
549.98,181,9.6,4.93,892.33,12.08
71.65,359,22.2,8.89,3191.51,11.74
517.38,440,3.7,3.47,1526.8,8.11
808.34,77,19.5,3.7,284.9,4.63
464.65,466,37.1,8.89,4142.74,12.24
61.44,151,19.4,4.65,702.15,3.2
788.42,446,16.6,5.17,2305.82,4.7
209.35,238,29.8,3.33,792.54,3.17
266.03,289,43.6,2.77,800.53,10.28
173.06,231,2.5,6.56,1515.36,10.45
336.91,488,19.3,1.21,590.48,9.96
759.18,18,8.0,8.79,158.22,6.53
524.19,73,34.8,7.79,568.67,1.95
212.83,417,5.4,1.92,800.64,13.71
879.05,416,33.3,6.94,2887.04,7.86
880.79,189,14.4,6.03,1139.67,6.4
871.87,438,10.0,1.85,810.3,9.04
246.41,17,46.8,2.74,46.58,3.3
456.73,19,1.0,4.1,77.9,2.42
985.14,219,21.9,7.0,1533.0,6.38
774.29,326,1.2,6.39,2083.14,3.79
36.9,483,24.2,5.33,2574.39,4.04
74.55,120,25.1,7.69,922.8,13.44
469.29,101,16.2,7.58,765.58,8.2
910.13,34,6.7,6.18,210.12,7.51
543.31,84,18.9,7.87,661.08,10.5
502.83,409,33.6,3.35,1370.15,14.3
114.42,196,39.1,8.81,1726.76,2.13
660.21,330,26.6,6.15,2029.5,12.59
823.88,202,29.5,8.23,1662.46,8.97
386.62,344,10.1,5.47,1881.68,2.62
777.86,341,14.4,2.19,746.79,4.81
964.83,11,8.2,5.43,59.73,7.49
211.73,347,12.5,3.72,1290.84,10.52
528.1,400,11.3,6.98,2792.0,4.02
294.27,218,26.0,4.76,1037.68,8.26
794.93,445,28.2,8.36,3720.2,10.43
581.82,253,47.3,6.78,1715.34,7.01
638.24,222,9.9,6.85,1520.7,13.01
799.94,383,32.1,2.18,834.94,13.11
402.01,369,40.9,9.84,3630.96,7.33
915.94,80,28.1,8.42,673.6,14.61
537.7,7,12.8,7.89,55.23,1.6
166.38,272,13.2,3.31,900.32,0.55
698.94,227,2.1,5.36,1216.72,6.02
795.33,16,15.3,1.38,22.08,9.22
323.59,424,37.3,5.39,2285.36,9.62
858.61,12,2.5,1.47,17.64,7.41
907.08,291,11.0,5.53,1609.23,2.31
284.14,241,35.3,6.49,1564.09,2.97
983.69,21,39.2,3.91,82.11,12.86
149.3,178,22.8,4.99,888.22,13.08
210.0,427,34.9,8.76,3740.52,10.27
192.38,228,19.5,1.09,248.52,10.13
895.05,496,8.1,7.92,3928.32,9.17
657.75,273,20.0,1.72,469.56,3.44
160.58,288,29.0,0.38,109.44,6.71
445.92,297,47.4,1.86,552.42,10.59
619.15,134,3.5,7.65,1025.1,8.29
92.63,472,25.4,4.06,1916.32,0.77
883.59,283,16.5,8.73,2470.59,14.33
805.57,404,25.5,5.25,2121.0,12.75
510.15,153,1.3,0.23,35.19,4.28
967.46,66,15.7,7.17,473.22,9.44
423.58,137,41.0,1.11,152.07,13.89
984.27,92,27.7,7.9,726.8,1.89
671.24,437,22.6,1.69,738.53,7.79
638.32,317,14.3,3.46,1096.82,7.12
174.3,422,15.0,7.62,3215.64,6.45
883.11,259,19.2,9.54,2470.86,12.62
433.21,468,41.8,3.72,1740.96,6.02
170.61,454,48.4,8.3,3768.2,1.42
22.48,103,22.0,1.92,197.76,1.45
564.16,481,19.7,8.07,3881.67,1.12
532.13,55,42.3,6.58,361.9,6.43
722.16,257,21.4,1.94,498.58,10.92
891.36,101,27.6,3.03,306.03,3.45
88.61,198,11.6,1.33,263.34,9.87
734.18,301,37.2,3.84,1155.84,10.46
195.54,226,26.6,2.04,461.04,4.2
859.6,431,40.5,6.44,2775.64,9.21
820.87,463,39.1,9.95,4606.85,10.43
545.39,237,10.8,0.13,30.81,7.27
713.14,26,35.8,5.41,140.66,5.38
321.21,121,40.0,5.74,694.54,9.48
476.46,398,17.4,9.14,3637.72,14.68
823.42,182,8.7,5.06,920.92,6.69
464.67,199,0.2,5.44,1082.56,6.18
364.22,302,22.6,4.72,1425.44,7.23
499.27,255,17.7,2.7,688.5,1.61
829.97,122,27.8,0.57,69.54,8.52
341.86,31,9.5,4.09,126.79,5.27
182.02,472,43.0,0.54,254.88,2.26
714.89,315,13.0,5.51,1735.65,7.26
827.72,479,11.4,3.08,1475.32,0.55
109.63,285,24.1,5.34,1521.9,6.33
247.48,106,25.0,1.35,143.1,2.03
150.55,224,10.8,9.33,2089.92,0.85
354.46,273,13.7,8.95,2443.35,12.45
455.85,398,8.6,1.91,760.18,13.79
751.34,232,36.0,3.44,798.08,3.51
654.64,420,38.5,6.14,2578.8,8.32
624.72,256,23.2,0.97,248.32,4.53
358.85,442,35.7,3.55,1569.1,7.66
843.03,496,36.8,2.52,1249.92,6.83
476.57,24,7.0,9.16,219.84,4.4
979.31,109,48.3,8.53,929.77,10.66
637.8,191,41.1,5.8,1107.8,2.33
135.0,347,10.3,5.21,1807.87,1.27
679.42,25,9.4,9.31,232.75,11.63
331.85,187,6.4,9.32,1742.84,10.16
689.46,288,7.0,9.69,2790.72,7.73
78.94,116,37.4,1.26,146.16,7.28
183.13,338,23.5,1.61,544.18,7.71
857.18,366,39.2,6.77,2477.82,6.84
234.91,402,37.3,5.42,2178.84,6.2
838.67,37,30.3,0.19,7.03,7.75
286.48,282,34.3,0.63,177.66,8.16
646.45,137,1.0,8.88,1216.56,10.53
697.21,227,15.7,8.69,1972.63,10.81
517.53,320,31.9,3.58,1145.6,5.98
312.26,328,0.6,8.91,2922.48,6.5
220.52,404,1.7,5.94,2399.76,5.92
42.86,182,42.6,8.06,1466.92,8.28
310.91,362,34.2,4.28,1549.36,7.07
656.63,86,13.3,1.14,98.04,13.4
938.92,467,34.4,4.34,2026.78,10.6
872.49,414,39.6,4.58,1896.12,13.53
768.4,53,15.4,5.51,292.03,10.78
790.56,348,1.9,1.06,368.88,14.58
668.34,355,46.6,9.91,3518.05,9.72
267.68,235,17.3,2.45,575.75,14.47
908.12,447,5.4,1.99,889.53,2.79
674.02,267,24.6,5.27,1407.09,1.26
564.84,287,38.4,5.38,1544.06,8.9
119.88,433,11.2,4.4,1905.2,14.76
452.58,496,13.5,7.72,3829.12,6.56
465.75,487,12.2,5.17,2517.79,3.57
865.92,100,49.6,6.1,610.0,8.06
551.18,478,10.0,7.24,3460.72,9.91
386.6,87,28.8,0.26,22.62,5.07
977.03,403,46.3,5.71,2301.13,10.86
119.61,396,7.4,8.84,3500.64,14.64
428.32,15,48.5,0.18,2.7,13.51
51.6,415,47.4,4.06,1684.9,4.73
742.51,427,44.2,9.26,3954.02,5.24
918.9,101,10.8,3.54,357.54,5.89
287.24,165,31.7,4.59,757.35,6.22
859.76,463,38.1,9.82,4546.66,1.95
299.3,29,49.3,2.0,58.0,11.55
911.66,114,9.1,0.66,75.24,5.8
756.42,107,38.3,8.6,920.2,13.26
806.86,410,17.0,8.69,3562.9,13.94
27.83,364,8.9,4.73,1721.72,0.85
963.18,130,21.1,5.15,669.5,14.83
729.4,84,39.7,8.36,702.24,10.8
311.7,271,23.3,7.39,2002.69,8.05
831.1,244,26.9,2.66,649.04,6.15
288.71,388,49.8,0.18,69.84,8.02
874.03,214,20.0,4.8,1027.2,5.21
121.45,306,30.8,8.59,2628.54,9.53
706.65,166,18.3,8.96,1487.36,1.85
545.29,279,19.7,9.56,2667.24,9.51
105.57,59,34.8,8.8,519.2,4.49
249.47,90,46.9,5.8,522.0,0.76
22.28,371,27.2,4.45,1650.95,8.51
474.08,331,38.4,7.75,2565.25,8.89
308.25,412,4.6,7.4,3048.8,6.69
602.37,194,10.6,5.39,1045.66,1.55
304.27,123,25.2,0.88,108.24,13.45
306.92,136,1.1,9.26,1259.36,9.37
745.76,413,12.7,4.56,1883.28,2.18
57.66,139,25.9,3.64,505.96,7.91
903.87,229,0.8,6.3,1442.7,7.71
853.74,274,13.3,6.74,1846.76,1.38
671.13,439,25.8,2.11,926.29,9.3
597.29,50,28.7,8.37,418.5,12.22
893.38,398,46.3,2.91,1158.18,11.36
193.48,118,32.3,1.87,220.66,3.44
88.18,202,20.8,4.07,822.14,13.0
247.12,483,46.5,7.31,3530.73,5.47
796.63,393,39.3,9.65,3792.45,14.22
44.32,483,10.1,8.09,3907.47,1.54
586.98,395,6.6,9.4,3713.0,7.55
995.48,191,33.8,1.41,269.31,9.16
857.14,364,28.0,0.72,262.08,4.09
526.23,460,39.5,5.58,2566.8,11.69
73.0,323,37.0,2.91,939.93,9.59
833.06,181,31.3,8.28,1498.68,0.76
602.99,423,49.3,6.72,2842.56,9.32
123.78,78,26.7,9.71,757.38,7.63
102.92,440,5.7,2.56,1126.4,3.34
910.53,412,41.4,4.86,2002.32,14.94
672.51,75,12.7,5.02,376.5,13.51
830.99,295,38.9,2.4,708.0,4.74
880.19,281,47.9,5.91,1660.71,8.35
576.05,21,34.9,4.44,93.24,5.09
522.27,394,29.8,4.47,1761.18,11.74
436.12,171,23.1,3.63,620.73,13.99
323.78,15,18.3,0.18,2.7,5.7
440.25,211,17.7,5.23,1103.53,12.18
776.14,48,31.9,3.36,161.28,7.73
605.9,86,37.6,0.02,1.72,6.25
893.6,149,34.0,3.09,460.41,14.11
448.95,188,10.0,2.79,524.52,7.9
611.02,372,24.7,3.94,1465.68,7.28
634.99,492,39.6,1.33,654.36,10.25
595.78,480,23.8,5.08,2438.4,4.29
705.61,306,26.9,6.93,2120.58,5.21
245.06,151,38.6,6.31,952.81,14.01
517.24,141,33.1,8.04,1133.64,10.34
113.18,69,20.5,4.53,312.57,12.49
390.67,260,44.8,5.2,1352.0,4.43
492.79,476,8.2,8.11,3860.36,8.38
655.7,334,49.8,4.28,1429.52,14.59
951.03,456,6.0,7.02,3201.12,5.12
604.64,9,0.8,4.35,39.15,2.83
746.16,121,44.5,4.18,505.78,7.91
511.2,371,12.3,7.6,2819.6,6.12
637.76,419,36.5,1.76,737.44,2.81
80.22,101,40.6,3.39,342.39,13.38
261.85,149,43.0,2.25,335.25,14.87
368.23,442,49.6,3.6,1591.2,8.74
477.77,146,14.8,2.31,337.26,11.73
55.19,353,35.5,5.8,2047.4,12.96
148.62,456,5.9,7.98,3638.88,10.66
284.05,243,20.4,7.87,1912.41,1.14
971.82,241,42.4,3.65,879.65,2.79
338.03,337,18.4,9.89,3332.93,1.53
487.22,43,29.6,5.94,255.42,0.64
204.14,95,25.2,4.0,380.0,4.94
614.67,226,32.3,8.36,1889.36,6.19
287.88,6,48.6,7.3,43.8,3.99
214.92,214,2.9,7.5,1605.0,1.44
521.41,206,28.7,1.97,405.82,8.18
15.45,67,43.2,4.69,314.23,4.46
17.59,396,24.1,8.62,3413.52,12.04
226.88,100,4.0,5.05,505.0,0.62
46.35,12,28.1,6.84,82.08,12.72
116.95,237,16.7,5.88,1393.56,14.34
345.47,322,7.8,8.43,2714.46,10.88
804.56,258,42.5,2.85,735.3,11.14
576.33,399,26.1,5.76,2298.24,14.04
517.54,407,46.7,1.24,504.68,3.53
300.55,413,40.3,6.91,2853.83,14.92
932.44,337,34.7,7.32,2466.84,11.72
403.04,480,0.4,0.44,211.2,11.04
96.22,135,21.4,6.76,912.6,5.74
620.9,222,10.0,4.15,921.3,8.41
122.7,156,45.5,1.25,195.0,9.98
351.77,142,8.8,4.2,596.4,9.49
512.34,428,14.4,1.95,834.6,10.72
875.48,158,25.9,4.16,657.28,1.69
498.61,465,13.2,3.85,1790.25,5.66
705.24,416,10.6,7.39,3074.24,6.79
992.89,494,30.0,7.74,3823.56,4.28
140.17,326,4.5,6.07,1978.82,3.0
281.98,371,3.0,0.24,89.04,2.51
400.63,344,18.7,9.31,3202.64,5.81
427.61,262,36.1,6.87,1799.94,7.65
416.91,283,27.8,0.35,99.05,1.41
908.53,338,21.2,8.19,2768.22,14.22
716.89,344,28.3,2.01,691.44,11.6
611.83,229,18.3,5.8,1328.2,11.1
316.28,376,46.8,4.67,1755.92,3.01
825.55,280,2.8,4.2,1176.0,9.26
955.51,358,33.7,8.9,3186.2,8.18
822.99,290,44.6,4.38,1270.2,14.75
11.55,168,40.2,0.76,127.68,11.34
640.04,47,9.3,9.47,445.09,8.85
60.62,463,14.9,9.21,4264.23,12.84
265.03,203,35.9,6.85,1390.55,2.75
68.93,214,4.3,4.68,1001.52,0.72
607.76,246,40.6,0.94,231.24,10.51
689.72,24,36.0,7.91,189.84,1.93
123.34,321,36.5,0.76,243.96,2.17
390.0,274,5.1,0.7,191.8,11.3
461.67,44,35.9,5.38,236.72,4.42
375.36,332,34.0,1.61,534.52,9.62
129.81,313,41.6,0.09,28.17,13.8
424.76,363,2.2,4.24,1539.12,5.09
753.67,156,1.3,1.38,215.28,3.65
80.3,488,18.7,1.61,785.68,2.05
89.38,380,7.5,0.78,296.4,2.39
361.22,199,28.0,2.06,409.94,1.4
942.31,407,45.9,7.16,2914.12,1.77
671.89,469,19.6,8.09,3794.21,6.76
681.88,162,42.3,4.53,733.86,5.15
368.3,395,0.1,5.07,2002.65,10.75
597.72,470,8.5,0.34,159.8,13.12
20.03,234,1.6,0.7,163.8,11.88
639.74,163,16.5,2.58,420.54,8.19
914.15,116,45.4,5.44,631.04,1.99
616.45,93,4.9,7.4,688.2,10.79
874.96,42,30.4,6.05,254.1,5.76
726.73,284,22.6,3.93,1116.12,1.74
129.35,379,46.9,1.19,451.01,12.72
903.43,210,6.2,7.81,1640.1,5.4
75.78,206,10.7,3.64,749.84,3.66
538.63,466,1.6,7.36,3429.76,13.14
150.72,220,21.8,5.13,1128.6,13.58
21.59,280,14.0,7.39,2069.2,5.42
427.81,136,43.5,9.07,1233.52,5.64
302.09,106,30.3,9.21,976.26,8.9
491.14,118,30.7,5.36,632.48,11.13
581.43,237,26.6,5.12,1213.44,1.42
53.3,309,4.7,2.66,821.94,9.1
131.77,456,22.3,9.36,4268.16,14.32
563.06,388,50.0,4.58,1777.04,4.3
349.74,475,41.8,1.28,608.0,13.68
731.88,100,44.7,4.33,433.0,14.28
655.77,261,41.2,1.28,334.08,4.4
847.15,481,5.2,5.03,2419.43,11.44
695.57,305,11.4,5.62,1714.1,3.96
435.63,354,0.3,3.38,1196.52,11.2
676.24,286,15.2,0.73,208.78,12.06
282.63,328,5.5,9.44,3096.32,4.08
313.25,103,23.7,7.74,797.22,10.88
791.1,63,33.9,8.39,528.57,12.28
451.96,175,43.7,3.68,644.0,5.7
800.4,282,37.5,7.61,2146.02,2.93
824.2,441,46.9,4.86,2143.26,1.83
858.99,293,2.8,2.02,591.86,8.84
917.47,226,0.7,1.25,282.5,14.68
436.68,7,33.1,3.46,24.22,12.43
325.68,127,14.5,1.38,175.26,6.82
586.38,424,12.7,9.98,4231.52,8.28
377.46,92,16.6,0.5,46.0,4.55
605.06,423,13.6,4.42,1869.66,2.86
708.53,190,25.6,4.53,860.7,7.49
691.52,359,22.1,3.01,1080.59,7.22
380.81,476,25.7,5.72,2722.72,8.07
175.19,462,33.7,1.51,697.62,14.32
436.22,53,19.4,7.84,415.52,9.26
151.17,242,12.6,3.33,805.86,9.28
891.2,486,8.4,5.92,2877.12,2.36
352.42,132,17.5,7.16,945.12,14.95
162.92,490,37.1,8.89,4356.1,11.71
35.19,466,37.9,8.36,3895.76,13.22
649.36,364,33.4,6.09,2216.76,6.51
640.53,112,11.8,3.89,435.68,7.78
347.2,409,29.4,5.04,2061.36,8.07
80.99,7,28.6,7.69,53.83,3.31
415.53,230,24.3,8.78,2019.4,10.5
318.11,156,27.5,1.05,163.8,13.59
680.35,197,24.6,3.85,758.45,2.87
609.72,323,28.3,7.76,2506.48,1.75
370.95,364,35.8,4.32,1572.48,11.2
225.71,223,5.6,3.33,742.59,4.46
988.16,367,37.5,4.12,1512.04,9.55
459.46,490,6.9,6.03,2954.7,10.59
691.39,250,3.4,10.0,2500.0,5.17
149.15,404,48.8,4.93,1991.72,12.32
490.73,83,47.9,2.09,173.47,8.47
37.26,240,3.1,1.64,393.6,13.1
510.4,380,22.2,0.43,163.4,11.57
964.38,395,9.4,5.59,2208.05,13.09
390.36,360,24.3,5.45,1962.0,0.79
48.61,323,41.5,2.06,665.38,4.03
40.65,471,47.5,6.96,3278.16,1.81
394.11,263,31.7,7.41,1948.83,6.91
168.42,407,17.8,2.6,1058.2,13.4
33.12,189,30.2,3.45,652.05,7.28
758.65,455,15.7,9.9,4504.5,12.82
463.94,366,45.5,3.75,1372.5,5.24
296.35,290,43.5,7.61,2206.9,5.42
901.08,362,28.0,4.53,1639.86,13.49
124.98,403,16.3,7.94,3199.82,6.67
956.36,58,14.7,7.69,446.02,11.95
320.83,9,1.8,6.68,60.12,3.93
889.52,304,40.8,8.55,2599.2,14.26
606.91,115,22.6,9.39,1079.85,8.83
828.44,210,16.3,5.8,1218.0,11.51
984.17,41,23.6,2.38,97.58,1.8
295.52,304,41.0,3.99,1212.96,7.64
961.52,173,6.3,7.59,1313.07,13.57
395.59,234,42.9,6.51,1523.34,13.22
391.66,281,44.9,1.79,502.99,1.18
346.98,372,47.3,0.52,193.44,4.9
545.99,78,19.9,6.83,532.74,6.93
162.6,108,10.9,2.52,272.16,3.0
558.17,281,18.7,5.0,1405.0,11.08
546.29,403,16.7,7.47,3010.41,3.18
764.28,39,8.9,5.63,219.57,5.53
835.31,119,30.4,0.84,99.96,10.12
446.04,335,23.9,1.86,623.1,7.49
309.31,336,43.3,2.2,739.2,11.21
266.74,27,1.7,2.59,69.93,14.44
202.68,104,32.2,5.66,588.64,2.19
67.07,74,38.2,5.04,372.96,10.79
349.02,191,38.0,2.04,389.64,3.84
277.55,324,44.3,0.68,220.32,6.51
966.75,499,36.5,1.72,858.28,0.98
562.13,147,46.4,9.84,1446.48,2.47
353.8,255,16.7,4.69,1195.95,5.14
584.66,284,25.2,8.67,2462.28,5.46
147.8,213,0.8,8.49,1808.37,13.54
449.6,123,0.4,5.12,629.76,11.26
629.97,495,12.1,7.07,3499.65,14.6
494.01,206,5.1,1.94,399.64,9.19
407.76,417,13.1,6.89,2873.13,4.0
993.91,240,8.9,2.73,655.2,5.25
881.51,394,1.5,8.32,3278.08,5.14
627.17,339,45.5,0.85,288.15,5.23
573.68,286,0.5,7.73,2210.78,10.26
624.45,22,36.8,1.01,22.22,8.2
209.3,259,7.7,8.81,2281.79,6.09
401.19,357,45.6,3.05,1088.85,2.66
49.06,105,44.7,6.55,687.75,0.82
480.79,466,32.7,4.88,2274.08,3.67
547.59,459,33.6,3.67,1684.53,2.06
235.47,432,0.4,6.46,2790.72,11.89
964.39,258,49.2,9.48,2445.84,2.13
910.36,204,43.9,0.42,85.68,11.0
724.92,310,44.8,9.19,2848.9,6.09
538.05,262,33.0,6.09,1595.58,1.56
871.27,107,17.3,8.08,864.56,12.28
139.35,251,44.7,3.84,963.84,8.9
792.6,424,14.6,4.72,2001.28,3.92
