Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
118.7,26,8.2,8.74,227.24,3.77
101.86,72,25.0,0.54,38.88,3.98
34.84,261,29.4,8.89,2320.29,8.83
86.3,254,14.9,2.2,558.8,8.63
147.85,271,0.4,6.79,1840.09,11.65
141.23,123,4.3,5.83,717.09,11.49
16.04,144,9.7,5.53,796.32,10.22
33.07,257,17.4,8.6,2210.2,7.01
28.44,144,2.3,1.02,146.88,13.41
111.64,421,28.3,3.48,1465.08,9.53
124.49,259,11.0,5.39,1396.01,14.86
39.89,436,27.4,8.11,3535.96,12.38
80.82,47,23.4,2.17,101.99,1.14
127.7,351,22.7,8.03,2818.53,5.15
112.59,13,18.2,4.0,52.0,8.79
85.91,376,18.8,1.9,714.4,10.96
92.65,208,19.2,7.59,1578.72,8.48
81.17,311,18.9,0.92,286.12,11.9
51.66,235,16.7,5.15,1210.25,4.6
89.1,149,29.6,0.65,96.85,3.17
106.44,322,22.0,3.57,1149.54,1.28
132.27,438,23.3,6.01,2632.38,8.81
99.08,155,26.2,5.57,863.35,10.48
116.56,166,6.5,4.05,672.3,5.23
32.41,90,2.6,4.3,387.0,9.4
74.62,186,14.5,2.28,424.08,1.26
11.31,318,15.5,4.56,1450.08,1.94
44.54,358,24.9,9.53,3411.74,10.68
111.7,174,13.4,8.51,1480.74,5.84
148.85,217,17.2,1.46,316.82,10.23
23.88,395,15.9,0.31,122.45,12.56
66.21,456,1.2,9.34,4259.04,12.86
122.01,264,18.5,5.27,1391.28,3.0
38.56,97,24.9,5.38,521.86,7.55
87.71,117,4.8,7.81,913.77,11.14
112.63,199,17.9,3.15,626.85,11.72
96.24,320,17.8,4.82,1542.4,11.88
36.32,486,5.0,9.69,4709.34,3.81
59.75,21,3.8,6.72,141.12,3.29
119.73,200,29.4,1.55,310.0,9.06
87.59,371,11.9,1.34,497.14,11.25
10.73,447,6.9,2.05,916.35,5.13
116.54,341,5.2,7.67,2615.47,2.02
14.94,448,20.1,2.96,1326.08,10.89
114.4,248,18.3,0.22,54.56,4.85
38.35,276,19.3,9.44,2605.44,2.91
144.13,264,2.7,1.71,451.44,2.64
61.51,58,26.8,0.11,6.38,5.07
55.77,302,11.7,2.38,718.76,9.09
30.84,31,9.5,2.36,73.16,5.7
52.78,498,13.9,4.23,2106.54,0.8
132.73,249,11.8,9.2,2290.8,1.91
149.49,93,25.9,8.79,817.47,4.71
61.56,496,27.9,4.57,2266.72,10.07
72.81,265,9.2,4.11,1089.15,1.93
111.09,271,25.9,5.55,1504.05,8.63
134.07,94,23.5,2.44,229.36,2.24
93.03,154,27.9,0.53,81.62,3.57
64.81,394,7.4,9.39,3699.66,3.0
67.77,285,17.4,1.88,535.8,1.47
107.39,80,8.3,1.99,159.2,10.23
10.45,292,24.7,4.73,1381.16,7.22
96.74,84,0.3,4.92,413.28,12.55
59.77,365,17.0,0.19,69.35,1.93
121.19,374,10.2,1.49,557.26,2.6
23.02,37,9.7,3.79,140.23,4.94
92.35,342,19.4,6.84,2339.28,11.61
77.34,327,25.6,2.29,748.83,4.93
99.93,407,18.3,4.24,1725.68,6.42
19.08,425,25.6,5.58,2371.5,4.87
91.2,232,8.0,8.89,2062.48,1.66
88.61,93,15.6,3.27,304.11,14.12
88.49,336,13.6,1.34,450.24,8.45
94.49,102,0.4,4.9,499.8,11.92
104.71,412,16.7,7.47,3077.64,10.05
122.7,432,19.9,1.11,479.52,7.96
47.77,166,17.8,4.25,705.5,1.8
125.51,159,22.1,0.19,30.21,9.82
79.76,14,17.2,0.35,4.9,2.75
20.79,373,2.1,4.83,1801.59,6.51
18.2,225,3.6,2.99,672.75,9.62
56.79,73,17.9,8.45,616.85,11.84
119.89,249,8.3,6.03,1501.47,10.43
109.08,91,2.5,4.54,413.14,10.24
120.41,216,12.9,4.09,883.44,2.66
82.42,461,16.7,4.98,2295.78,5.52
71.63,90,9.9,0.41,36.9,1.12
30.64,29,21.6,8.93,258.97,10.93
55.95,435,19.3,9.98,4341.3,14.31
70.76,305,10.1,1.82,555.1,4.33
22.4,427,22.7,1.21,516.67,1.77
40.89,476,19.5,1.44,685.44,7.4
93.75,220,19.2,6.61,1454.2,12.92
112.99,328,16.6,6.62,2171.36,8.5
149.77,215,0.4,8.48,1823.2,1.18
140.64,221,20.9,7.52,1661.92,14.63
99.96,389,11.3,4.5,1750.5,12.52
68.97,42,28.3,6.13,257.46,2.41
99.06,135,24.6,6.89,930.15,13.87
119.99,42,17.7,5.13,215.46,7.03
26.57,164,7.6,4.76,780.64,5.89
67.39,361,6.2,6.45,2328.45,7.19
127.57,283,10.3,5.58,1579.14,12.6
63.74,58,14.3,6.44,373.52,10.06
90.06,302,9.0,6.13,1851.26,1.36
92.29,322,15.5,7.19,2315.18,14.39
35.83,25,5.0,6.43,160.75,2.64
60.71,73,29.3,5.2,379.6,11.31
56.83,373,3.3,6.82,2543.86,9.72
13.67,411,28.0,4.5,1849.5,3.22
13.39,129,27.4,2.42,312.18,2.98
126.44,87,15.8,0.02,1.74,13.12
48.23,330,21.8,5.6,1848.0,6.59
82.53,426,13.1,5.91,2517.66,9.99
51.82,436,18.9,9.72,4237.92,7.81
141.7,153,10.3,3.62,553.86,11.05
46.3,182,9.1,3.95,718.9,7.45
70.15,125,17.4,2.03,253.75,4.67
132.18,67,15.0,0.71,47.57,5.77
127.87,6,17.4,7.73,46.38,12.96
36.05,125,8.7,2.5,312.5,7.29
122.37,314,11.1,6.09,1912.26,3.6
74.15,326,2.6,6.88,2242.88,14.05
77.62,53,1.7,4.72,250.16,12.05
28.69,66,7.7,8.76,578.16,1.31
21.28,314,2.3,4.44,1394.16,14.98
111.91,82,3.2,2.86,234.52,10.58
79.5,87,24.4,8.96,779.52,2.82
71.16,2,1.3,8.62,17.24,3.94
112.13,204,19.8,1.65,336.6,10.54
117.17,150,8.2,0.27,40.5,11.81
32.25,293,26.2,0.91,266.63,3.97
95.43,404,14.6,2.87,1159.48,4.23
28.95,103,9.2,9.72,1001.16,4.95
115.19,24,15.6,5.59,134.16,9.17
101.97,368,11.5,3.74,1376.32,2.99
143.93,212,17.0,8.89,1884.68,2.01
19.65,65,3.5,4.54,295.1,10.34
17.99,449,29.9,3.16,1418.84,11.8
49.51,209,12.8,9.41,1966.69,7.76
46.64,251,10.5,8.5,2133.5,5.78
44.58,385,21.3,8.44,3249.4,6.76
136.88,117,11.0,5.13,600.21,6.13
44.94,116,25.0,7.9,916.4,14.42
48.07,237,13.7,1.8,426.6,11.64
116.32,478,21.6,5.74,2743.72,3.52
72.96,105,3.3,9.84,1033.2,6.07
118.74,495,25.4,2.92,1445.4,8.39
19.15,259,22.1,7.95,2059.05,9.39
78.26,46,6.4,4.91,225.86,7.29
14.71,311,4.4,0.41,127.51,12.25
18.77,331,9.6,7.63,2525.53,11.63
136.9,216,29.3,1.69,365.04,7.82
29.49,470,7.8,6.32,2970.4,12.89
84.54,448,13.7,0.87,389.76,11.39
67.55,492,1.0,9.47,4659.24,11.79
58.63,301,12.0,2.92,878.92,14.37
135.98,410,17.2,2.27,930.7,4.36
13.06,333,28.6,1.3,432.9,4.38
102.93,449,15.6,9.46,4247.54,13.39
144.88,24,24.6,7.12,170.88,11.7
88.42,458,16.5,7.42,3398.36,13.93
141.16,35,1.3,5.0,175.0,1.42
17.32,24,9.5,4.75,114.0,9.6
68.63,28,17.3,1.11,31.08,2.6
46.42,484,28.5,5.6,2710.4,7.81
112.31,464,25.8,2.48,1150.72,2.76
147.38,488,6.9,9.77,4767.76,2.36
45.91,16,6.7,7.97,127.52,0.68
101.58,59,6.1,4.14,244.26,9.64
37.73,465,27.7,1.52,706.8,5.71
89.15,243,25.6,7.86,1909.98,2.03
74.95,438,23.3,1.23,538.74,5.18
146.08,207,11.8,1.9,393.3,2.95
95.19,400,15.2,2.12,848.0,14.15
58.93,271,14.0,5.57,1509.47,5.14
25.97,249,7.7,7.87,1959.63,5.34
31.17,482,15.2,3.15,1518.3,12.68
41.54,267,1.0,0.86,229.62,9.89
45.14,193,4.0,4.65,897.45,10.8
129.09,335,26.6,7.48,2505.8,9.72
88.57,218,22.6,2.22,483.96,14.22
83.27,115,12.7,2.21,254.15,3.5
26.07,68,15.6,9.47,643.96,14.84
130.42,299,11.2,9.54,2852.46,12.55
111.19,325,22.2,9.9,3217.5,9.04
19.47,483,23.5,8.08,3902.64,10.1
109.1,397,22.9,1.89,750.33,9.91
86.1,394,21.7,2.13,839.22,1.35
21.44,75,6.2,3.41,255.75,3.66
74.16,466,10.2,3.19,1486.54,14.44
77.86,482,14.1,9.57,4612.74,8.25
33.21,103,10.0,7.89,812.67,5.99
142.4,297,22.7,7.24,2150.28,11.55
129.0,490,9.9,1.87,916.3,8.11
103.66,178,4.2,9.1,1619.8,0.69
74.72,215,12.0,8.28,1780.2,11.18
67.65,455,29.4,1.64,746.2,11.12
101.14,315,6.9,8.71,2743.65,2.89
86.36,39,18.4,2.73,106.47,14.37
18.72,259,13.0,0.82,212.38,3.75
81.75,204,2.2,6.57,1340.28,7.14
122.9,7,14.7,6.54,45.78,2.16
74.29,49,21.1,0.96,47.04,9.25
17.27,26,15.4,3.2,83.2,5.94
120.08,161,26.2,9.93,1598.73,5.62
38.19,357,8.7,6.79,2424.03,12.49
46.21,176,2.7,7.3,1284.8,0.64
33.06,79,28.1,2.14,169.06,12.07
56.23,2,11.4,0.8,1.6,8.79
115.95,489,17.3,2.78,1359.42,14.8
82.71,383,23.8,2.5,957.5,9.05
38.68,455,9.8,2.35,1069.25,1.3
132.9,416,21.5,1.94,807.04,1.23
133.14,132,4.1,5.75,759.0,13.31
131.88,276,8.8,3.29,908.04,12.7
43.43,498,4.4,8.21,4088.58,5.52
73.17,117,24.4,1.85,216.45,9.46
147.9,164,6.8,4.65,762.6,7.6
118.08,288,21.6,0.15,43.2,14.52
13.8,28,28.3,4.82,134.96,14.27
19.13,333,15.9,0.57,189.81,14.77
74.95,1,16.2,9.78,9.78,13.06
137.29,188,13.9,7.91,1487.08,13.69
85.42,56,9.8,4.91,274.96,3.65
79.69,35,14.3,0.88,30.8,12.55
24.77,112,18.1,5.93,664.16,10.78
101.95,286,29.6,7.59,2170.74,14.46
125.09,310,28.1,1.92,595.2,8.78
63.26,36,25.9,5.69,204.84,1.73
118.59,439,26.7,8.14,3573.46,9.16
145.03,217,14.1,7.68,1666.56,10.46
38.53,80,19.8,8.03,642.4,3.69
83.27,314,26.9,8.79,2760.06,6.21
50.2,83,11.8,9.38,778.54,9.18
121.0,65,28.9,4.06,263.9,5.92
90.86,325,12.5,5.69,1849.25,5.94
98.84,128,18.1,7.91,1012.48,2.43
121.71,307,21.3,6.97,2139.79,14.14
65.44,22,28.5,9.96,219.12,11.38
138.11,216,7.4,0.15,32.4,0.52
84.62,107,22.4,3.56,380.92,11.6
32.11,109,15.7,2.82,307.38,11.23
107.43,372,8.1,2.63,978.36,0.64
121.06,357,23.3,2.23,796.11,5.86
54.35,181,16.6,7.09,1283.29,9.3
130.01,356,19.9,0.86,306.16,7.06
136.86,164,9.8,7.42,1216.88,11.78
48.77,68,14.5,6.94,471.92,6.67
147.69,292,18.6,2.52,735.84,2.73
29.7,180,12.2,2.54,457.2,14.66
38.28,181,6.0,6.29,1138.49,4.01
35.79,466,28.9,7.62,3550.92,10.91
135.16,434,15.4,8.77,3806.18,2.58
101.6,464,22.0,8.52,3953.28,5.27
31.29,169,12.4,9.65,1630.85,6.91
71.65,402,10.7,5.82,2339.64,3.29
96.14,22,12.3,9.09,199.98,7.02
21.68,66,12.3,8.09,533.94,2.78
133.54,21,16.4,8.95,187.95,8.61
122.5,100,16.3,0.13,13.0,10.12
80.73,384,15.0,9.66,3709.44,1.41
145.4,300,4.1,4.74,1422.0,13.13
68.49,103,14.9,7.98,821.94,3.18
147.78,47,5.2,1.28,60.16,3.77
103.51,39,3.9,3.97,154.83,10.09
98.85,285,28.0,2.72,775.2,7.3
33.23,310,18.2,2.92,905.2,7.74
133.47,90,19.8,1.24,111.6,2.36
69.85,85,12.1,8.06,685.1,12.18
32.71,273,27.3,0.1,27.3,9.45
11.77,336,19.2,3.13,1051.68,2.46
88.37,188,23.1,1.75,329.0,5.92
83.84,159,11.1,5.89,936.51,12.25
110.71,243,28.8,2.55,619.65,8.74
134.64,73,24.6,2.6,189.8,2.08
21.12,479,25.6,4.89,2342.31,5.91
112.41,462,5.2,6.53,3016.86,4.02
36.24,49,8.2,1.22,59.78,8.0
130.14,101,8.6,1.76,177.76,12.73
124.67,2,8.2,2.48,4.96,6.83
85.71,244,25.7,9.74,2376.56,6.78
109.43,176,1.1,3.98,700.48,13.63
54.01,238,2.4,5.99,1425.62,8.85
75.96,398,8.3,2.42,963.16,8.71
125.03,59,6.1,4.91,289.69,4.3
74.3,353,7.0,0.75,264.75,9.31
60.09,99,24.0,0.36,35.64,8.85
79.19,442,16.9,4.69,2072.98,6.25
125.95,359,0.3,3.99,1432.41,14.87
56.93,442,12.9,1.38,609.96,13.29
34.33,495,12.3,6.88,3405.6,11.37
109.68,435,3.5,9.93,4319.55,8.29
125.64,468,20.3,3.96,1853.28,7.2
24.09,2,21.1,6.25,12.5,3.18
43.58,243,21.7,9.63,2340.09,4.93
29.88,297,21.9,8.32,2471.04,11.72
58.71,211,0.1,4.64,979.04,7.08
73.05,123,28.6,7.38,907.74,13.29
114.84,229,24.4,1.29,295.41,2.64
101.16,82,27.1,5.13,420.66,7.87
96.93,144,0.6,2.8,403.2,9.88
59.33,388,28.0,1.62,628.56,7.99
127.8,140,24.3,4.27,597.8,13.39
75.98,29,25.1,1.32,38.28,14.85
147.07,391,2.9,6.99,2733.09,2.18
98.78,270,22.2,4.57,1233.9,2.38
27.68,247,28.8,5.32,1314.04,2.39
104.66,12,20.4,1.47,17.64,10.38
55.51,355,17.2,1.41,500.55,5.9
106.09,389,28.4,5.84,2271.76,11.13
19.75,337,13.3,9.85,3319.45,6.38
34.48,106,18.0,0.97,102.82,9.6
129.8,32,14.3,2.86,91.52,11.66
41.81,74,28.0,8.7,643.8,8.45
127.19,171,2.4,0.73,124.83,8.32
49.1,337,15.1,8.76,2952.12,1.78
100.0,69,20.6,5.25,362.25,6.46
107.18,301,23.8,4.09,1231.09,8.41
81.77,362,17.5,3.1,1122.2,7.2
52.74,137,27.3,2.98,408.26,13.56
39.77,433,28.3,3.06,1324.98,13.64
14.65,417,2.0,8.85,3690.45,12.42
52.55,484,12.1,7.24,3504.16,5.94
101.44,100,0.8,6.7,670.0,10.9
141.36,146,9.9,7.99,1166.54,6.23
131.97,9,16.2,2.58,23.22,3.87
117.25,62,27.3,6.18,383.16,5.47
120.38,185,25.4,4.61,852.85,1.53
103.1,29,3.9,7.83,227.07,5.31
46.44,381,2.9,3.1,1181.1,7.18
137.01,114,17.7,6.44,734.16,14.35
103.9,462,16.0,8.82,4074.84,5.04
88.46,409,8.1,4.03,1648.27,13.59
25.54,143,27.0,0.68,97.24,3.82
72.59,390,27.8,5.17,2016.3,3.27
74.45,120,12.1,3.47,416.4,8.03
131.04,170,26.7,6.73,1144.1,10.25
86.53,157,11.6,9.51,1493.07,1.14
63.26,335,22.1,4.86,1628.1,3.71
146.75,349,14.3,4.67,1629.83,7.11
25.5,260,3.8,6.55,1703.0,5.3
69.16,82,27.8,1.04,85.28,10.83
15.88,242,13.7,2.54,614.68,7.91
113.59,441,22.1,9.19,4052.79,2.83
138.53,433,11.1,6.7,2901.1,13.47
49.21,172,0.7,0.14,24.08,4.75
130.17,231,3.1,2.05,473.55,11.1
50.91,208,14.9,6.83,1420.64,11.81
137.51,75,20.7,7.65,573.75,14.47
115.55,270,10.1,8.4,2268.0,7.73
122.69,387,20.9,2.93,1133.91,9.43
12.52,499,21.0,9.31,4645.69,5.36
144.79,114,21.1,5.53,630.42,10.33
111.73,62,14.8,6.97,432.14,7.22
52.67,362,27.5,5.97,2161.14,6.85
126.12,320,14.7,1.24,396.8,12.9
49.41,102,13.6,9.63,982.26,1.23
132.19,429,6.1,1.24,531.96,13.29
25.76,362,9.3,2.56,926.72,12.86
108.52,210,1.4,8.14,1709.4,7.84
85.7,442,19.0,6.19,2735.98,7.61
23.51,255,7.5,8.38,2136.9,5.75
43.87,20,9.2,5.16,103.2,14.92
11.74,58,23.1,3.78,219.24,2.11
75.63,112,9.9,9.22,1032.64,9.06
52.18,473,7.3,0.37,175.01,10.38
93.77,313,5.2,8.56,2679.28,14.05
51.61,486,23.3,2.32,1127.52,11.81
51.99,461,4.0,8.49,3913.89,9.84
114.05,196,13.7,1.4,274.4,2.19
16.74,375,15.3,5.81,2178.75,5.92
136.41,462,20.7,8.88,4102.56,2.51
129.32,353,19.0,4.74,1673.22,13.28
103.49,92,24.3,7.47,687.24,11.37
93.05,52,1.4,8.05,418.6,11.48
134.92,293,9.0,7.37,2159.41,9.96
35.95,8,8.5,9.25,74.0,7.85
21.06,300,4.5,4.47,1341.0,2.67
43.53,98,8.7,1.74,170.52,5.28
121.24,236,9.4,0.49,115.64,2.49
14.85,389,15.7,2.47,960.83,11.01
91.59,374,19.9,1.44,538.56,2.82
149.36,69,11.5,5.58,385.02,10.68
129.8,415,21.6,1.86,771.9,10.54
83.0,45,10.2,0.4,18.0,7.16
18.91,137,8.8,0.37,50.69,2.46
126.39,234,16.3,8.32,1946.88,5.06
93.86,32,0.8,5.92,189.44,5.14
26.09,289,2.5,3.59,1037.51,10.66
23.14,126,12.6,8.94,1126.44,2.15
137.35,67,28.3,0.71,47.57,12.52
103.69,30,21.7,9.8,294.0,11.53
126.1,114,2.7,6.17,703.38,3.2
133.06,204,25.4,1.84,375.36,10.93
90.05,29,22.0,6.79,196.91,10.19
82.44,131,18.4,7.64,1000.84,11.35
70.26,474,24.6,4.3,2038.2,3.24
54.37,185,12.2,8.62,1594.7,2.79
70.84,253,6.7,1.52,384.56,3.93
118.34,286,15.4,2.8,800.8,5.81
94.27,393,16.5,0.94,369.42,12.01
134.95,410,16.2,2.12,869.2,11.2
72.07,386,17.0,2.39,922.54,13.92
94.99,62,28.5,9.18,569.16,1.35
98.38,3,27.1,0.79,2.37,0.67
92.84,430,26.3,4.28,1840.4,10.64
108.37,68,24.1,5.33,362.44,4.55
43.24,25,28.3,8.99,224.75,5.34
81.73,179,3.0,9.98,1786.42,8.43
24.59,141,8.0,7.54,1063.14,1.98
63.83,231,14.9,9.71,2243.01,9.82
78.27,300,25.4,7.87,2361.0,5.21
101.31,163,15.2,9.63,1569.69,9.67
143.07,311,22.5,7.08,2201.88,12.59
94.09,471,4.3,0.81,381.51,2.98
114.1,393,7.6,4.03,1583.79,14.0
80.88,130,22.0,6.47,841.1,8.19
98.77,445,5.0,3.51,1561.95,13.88
19.93,246,10.6,2.74,674.04,3.51
45.61,297,8.0,5.78,1716.66,9.27
60.66,172,10.6,9.34,1606.48,6.36
76.15,64,21.3,0.36,23.04,11.73
16.39,31,11.1,7.69,238.39,9.29
29.6,492,16.7,7.23,3557.16,7.67
48.75,47,3.1,9.64,453.08,13.74
146.01,130,24.2,9.31,1210.3,5.97
56.39,352,11.2,7.62,2682.24,3.69
77.49,466,19.5,5.21,2427.86,9.32
37.45,333,21.8,2.05,682.65,9.55
95.51,110,6.4,5.46,600.6,6.87
49.3,69,26.6,7.66,528.54,7.56
38.98,58,18.5,8.96,519.68,14.41
82.32,106,12.9,7.9,837.4,11.12
10.77,300,5.6,1.96,588.0,2.1
11.07,330,28.3,6.0,1980.0,3.58
40.67,256,22.7,3.33,852.48,14.65
15.14,312,6.3,0.1,31.2,11.03
25.12,171,10.2,2.01,343.71,13.77
57.44,383,24.3,1.14,436.62,4.91
122.36,473,20.9,8.43,3987.39,11.26
90.09,162,23.0,2.59,419.58,10.85
81.77,485,13.3,2.85,1382.25,4.77
51.09,286,21.5,9.6,2745.6,8.49
140.45,71,11.7,3.8,269.8,9.6
65.58,255,6.4,0.11,28.05,7.48
22.19,454,19.0,2.85,1293.9,12.49
96.39,374,29.3,1.2,448.8,12.58
25.94,55,9.4,1.04,57.2,12.83
58.33,323,13.9,0.78,251.94,12.15
81.04,397,20.3,5.94,2358.18,7.58
132.39,3,16.3,1.9,5.7,6.03
79.1,26,25.3,3.62,94.12,12.55
108.32,313,22.9,8.62,2698.06,7.61
148.99,126,1.8,4.25,535.5,4.07
28.41,408,30.0,9.16,3737.28,7.86
48.46,53,22.6,4.98,263.94,2.56
65.24,198,25.9,3.99,790.02,10.53
69.06,299,19.6,7.51,2245.49,5.37
67.54,188,25.7,0.74,139.12,4.28
137.07,186,3.5,0.9,167.4,14.37
109.96,305,10.5,6.52,1988.6,11.76
95.11,298,26.3,4.87,1451.26,11.91
53.31,204,6.1,7.91,1613.64,9.54
125.33,497,2.4,9.16,4552.52,12.67
143.71,484,23.7,3.89,1882.76,11.51
124.97,450,25.1,5.97,2686.5,9.18
10.22,11,5.0,5.01,55.11,14.44
99.1,359,25.6,9.82,3525.38,3.28
17.16,354,20.6,8.31,2941.74,14.18
46.07,474,15.7,9.12,4322.88,6.32
18.33,146,24.9,2.55,372.3,8.16
94.53,85,12.6,7.73,657.05,2.28
106.12,100,5.9,2.66,266.0,8.33
26.03,104,8.6,2.1,218.4,9.36
63.74,436,15.2,9.44,4115.84,14.97
73.87,46,16.0,0.2,9.2,14.64
61.67,44,24.2,9.65,424.6,14.51
26.94,278,23.8,1.5,417.0,5.55
68.65,181,17.5,8.2,1484.2,14.87
115.16,187,23.4,2.77,517.99,7.1
19.94,478,5.8,3.51,1677.78,12.85
21.23,114,1.6,2.18,248.52,3.64
59.67,491,26.2,5.86,2877.26,7.83
141.84,255,2.4,3.49,889.95,14.51
103.6,381,7.5,6.58,2506.98,14.23
105.01,380,20.9,0.17,64.6,10.41
60.67,30,12.3,0.65,19.5,12.07
93.11,264,26.3,1.01,266.64,3.06
11.42,98,9.0,4.2,411.6,10.96
99.05,313,0.5,8.15,2550.95,9.46
137.86,367,9.1,8.88,3258.96,1.83
95.76,329,17.4,2.46,809.34,2.14
132.32,115,11.3,5.75,661.25,2.07
111.36,276,16.1,7.69,2122.44,11.0
26.88,488,26.3,2.9,1415.2,2.55
136.34,281,27.4,4.1,1152.1,7.28
19.3,275,8.1,5.24,1441.0,5.68
84.76,261,13.9,1.36,354.96,8.48
29.9,331,16.5,0.27,89.37,10.74
11.64,207,28.5,1.54,318.78,10.43
69.08,384,30.0,6.27,2407.68,7.98
51.31,328,7.1,0.75,246.0,7.23
78.04,211,21.8,1.91,403.01,6.27
90.81,215,11.4,3.39,728.85,13.0
16.12,411,0.3,0.79,324.69,5.3
27.22,40,0.4,1.93,77.2,4.26
88.21,480,13.9,9.11,4372.8,11.28
58.04,26,14.7,0.2,5.2,5.72
112.08,27,0.8,6.54,176.58,12.78
101.32,190,20.6,3.85,731.5,5.25
128.38,83,8.9,6.73,558.59,10.68
106.95,384,16.8,5.89,2261.76,1.15
70.19,434,9.1,2.24,972.16,6.09
104.22,170,5.1,8.47,1439.9,5.48
48.55,413,12.3,4.92,2031.96,12.34
52.88,167,7.0,8.23,1374.41,14.52
120.46,188,16.1,4.07,765.16,7.18
72.5,169,6.0,9.85,1664.65,12.46
121.77,289,15.3,7.71,2228.19,10.65
125.14,467,4.8,9.66,4511.22,14.53
130.06,229,20.2,5.15,1179.35,12.26
138.33,467,22.6,4.74,2213.58,1.62
70.34,97,3.4,7.56,733.32,10.84
54.64,367,14.1,8.8,3229.6,8.26
91.51,16,2.2,9.64,154.24,0.74
61.96,279,18.0,3.25,906.75,4.14
94.15,135,8.0,7.99,1078.65,13.87
108.78,26,15.9,2.11,54.86,13.93
106.38,352,15.6,5.46,1921.92,12.08
62.44,12,27.7,1.81,21.72,14.74
33.36,72,16.5,3.48,250.56,12.19
70.27,133,17.5,9.31,1238.23,0.65
29.96,106,12.1,1.47,155.82,4.67
134.61,220,28.5,6.33,1392.6,0.94
58.42,373,23.3,5.93,2211.89,1.86
31.62,453,8.6,1.22,552.66,3.67
13.56,177,25.3,3.27,578.79,7.8
100.42,282,13.0,5.63,1587.66,12.79
99.17,133,24.9,1.88,250.04,13.0
57.68,22,24.7,8.01,176.22,9.43
20.04,463,5.7,9.72,4500.36,13.96
67.35,269,21.1,2.16,581.04,7.75
53.57,412,8.8,1.88,774.56,13.39
104.8,161,9.0,4.55,732.55,7.08
94.81,107,9.0,7.48,800.36,4.52
61.04,279,21.8,2.82,786.78,13.79
40.5,353,7.0,0.21,74.13,6.13
148.33,235,0.1,5.42,1273.7,7.8
73.56,18,21.5,9.57,172.26,5.27
106.36,242,5.2,3.92,948.64,10.11
29.68,117,3.2,4.21,492.57,14.93
77.98,286,7.2,9.69,2771.34,0.87
13.86,282,11.5,6.95,1959.9,13.55
80.76,144,14.3,7.19,1035.36,0.56
144.96,205,1.4,5.63,1154.15,5.78
63.79,39,29.1,9.75,380.25,2.94
15.46,417,21.5,6.89,2873.13,11.48
14.33,154,9.8,8.95,1378.3,1.23
64.32,176,9.6,7.0,1232.0,8.53
32.4,449,13.5,7.35,3300.15,4.78
13.27,241,18.8,2.91,701.31,2.44
115.87,422,4.5,3.04,1282.88,11.69
74.19,386,5.7,7.83,3022.38,3.65
50.49,369,25.8,2.97,1095.93,3.74
136.01,134,7.8,5.63,754.42,4.49
26.26,46,11.5,2.5,115.0,9.01
143.83,50,26.2,8.17,408.5,10.07
53.96,166,19.9,1.11,184.26,0.76
134.38,106,10.3,8.3,879.8,4.01
94.41,216,20.5,6.03,1302.48,6.75
125.74,146,0.7,1.88,274.48,5.31
147.76,411,22.1,5.42,2227.62,13.32
50.38,425,14.7,2.83,1202.75,11.92
144.56,72,24.4,3.24,233.28,9.58
64.53,476,28.6,3.52,1675.52,5.4
63.97,330,27.8,0.64,211.2,10.66
57.65,273,27.3,9.86,2691.78,12.73
85.8,247,15.4,0.33,81.51,9.13
31.58,446,10.9,6.63,2956.98,11.87
87.52,413,14.0,3.72,1536.36,11.36
85.84,186,20.7,6.46,1201.56,8.79
116.67,70,26.5,3.57,249.9,5.03
126.71,462,6.3,6.74,3113.88,11.31
71.66,150,27.6,7.3,1095.0,3.5
52.33,246,24.5,6.91,1699.86,11.8
46.31,262,29.4,1.15,301.3,12.17
37.25,26,26.4,6.57,170.82,12.42
18.07,423,8.5,2.81,1188.63,7.36
57.94,140,3.3,0.3,42.0,3.29
47.83,99,3.5,4.15,410.85,1.95
145.3,398,8.8,4.34,1727.32,11.28
88.08,278,18.5,4.68,1301.04,13.35
58.62,51,24.1,7.05,359.55,9.94
91.27,151,27.0,3.1,468.1,2.59
29.49,432,18.8,3.16,1365.12,14.06
72.17,455,0.3,0.61,277.55,14.84
97.67,104,5.7,6.87,714.48,6.78
78.45,434,3.1,5.68,2465.12,9.12
66.25,89,11.0,3.5,311.5,11.77
149.14,141,15.1,7.05,994.05,11.18
133.24,213,1.4,5.38,1145.94,14.53
97.28,233,10.5,4.7,1095.1,2.17
89.71,394,5.5,5.12,2017.28,8.92
96.89,183,19.4,6.37,1165.71,10.53
38.18,251,14.0,6.6,1656.6,13.41
65.32,9,14.9,2.9,26.1,13.17
15.52,79,12.9,1.42,112.18,14.68
76.58,52,28.7,1.57,81.64,7.93
86.02,386,6.5,6.4,2470.4,12.55
41.88,409,15.5,8.73,3570.57,6.7
144.96,269,22.1,4.1,1102.9,6.62
137.32,226,16.7,1.7,384.2,4.17
111.1,51,27.9,7.57,386.07,12.36
84.67,186,11.4,8.33,1549.38,14.79
131.8,34,14.0,8.81,299.54,4.22
28.29,291,2.7,6.07,1766.37,1.31
120.67,230,18.3,8.61,1980.3,12.33
27.47,131,8.7,0.16,20.96,9.49
121.19,490,4.9,1.08,529.2,14.42
48.61,120,16.4,0.93,111.6,4.16
